term,estimate,conf.low,conf.high,p.value
(Intercept),42.476186612729315,32.63007354951114,55.29336078332058,7.4449063527169505e-171
modelmeso4,0.9424570422751182,0.863183793137391,1.0290106042254978,0.18615808825668764
methodDeepfakes,0.8335155071177056,0.76453274086327,0.9087224960715391,3.603039939372648e-5
modelmeso4:methodDeepfakes,1.310286100077527,1.1580472305165221,1.4825385518089886,1.7990117653763473e-5
